   0.29245,  -0.91414,  -0.03658,   0.23148
   0.07541,   0.25324,   0.32194,   0.04394
  -0.20189,  -0.29943,  -0.15147,   0.10698
  -0.03942,   0.18190,   0.67689,   0.55149
   0.36702,  -1.22476,   0.11640,  -0.43289
   0.02928,  -0.25561,  -0.21759,  -0.55236
  -0.17280,  -0.67851,   0.09518,   0.06202
  -0.08226,  -0.15083,   0.35711,  -0.11711
  -0.02035,  -0.29183,  -0.55258,   0.21473
   0.16626,  -0.14837,  -0.75147,   0.61158
  -0.09956,  -0.01846,  -0.47002,  -0.12257
   0.18519,  -0.75596,   0.45615,  -0.46970
  -0.86462,   0.47545,  -0.40868,   0.20731
  -0.27554,   0.36631,  -0.08703,  -0.12034
  -0.18352,  -0.98456,  -0.54069,  -0.46366
   0.21065,  -0.25606,  -0.31608,  -0.06439
  -0.59045,  -0.32185,  -0.47720,   0.11540
  -0.00827,  -0.64337,   0.47235,  -0.27820
  -0.01970,  -0.63203,  -0.69711,  -0.68336
   0.09817,   0.24201,   0.41574,   0.19205
  -0.00696,  -0.35467,  -0.16687,  -0.77004
  -0.01254,  -0.33820,   0.32567,   0.09821
  -0.06980,  -1.00630,  -0.47342,   0.12260
  -0.00519,   0.14512,  -0.16798,   0.10731
  -0.38388,   0.70584,   0.10086,  -0.17724
   0.02295,  -0.30617,   0.38695,   0.06985
  -0.88980,  -0.72113,  -0.10007,   0.20508
   0.19179,  -0.53682,  -0.15075,  -0.24078
  -0.07361,   0.18485,  -0.24314,   0.14159
  -0.06117,   0.56184,  -0.32447,  -0.07283
  -0.33907,  -0.56011,  -0.17947,  -0.21612
  -0.08646,  -0.08456,  -0.57904,   0.07649
   0.32459,  -0.79627,  -0.62414,  -0.17549
   0.01166,   0.42816,  -0.02943,   0.27045
  -0.75901,   0.75384,  -0.12721,   0.21978
  -0.14185,   0.01109,   0.35488,  -0.18499
   0.04669,  -0.58341,  -0.69196,  -0.66899
   0.04307,  -0.23425,   0.76535,  -0.45603
  -0.51342,  -0.04731,   0.19106,   0.25508
  -0.39327,   0.21980,  -0.01234,   0.05486
  -0.58049,  -0.60980,  -0.75918,  -0.01641
   0.04393,  -0.13077,   0.09245,  -0.06617
  -0.11198,   0.13175,  -0.16363,  -0.58187
   0.15462,  -0.16029,   0.08421,   0.08267
   0.03498,  -0.92180,  -1.04531,  -0.33222
  -0.03152,  -0.25036,  -0.25605,  -0.36861
  -0.67919,   0.24331,  -0.05698,  -0.40672
  -0.19187,   0.19060,   0.13804,   0.08447
   0.33786,  -0.45766,  -0.62104,  -0.77790
  -0.17416,   0.32676,  -0.48586,   0.31172
  -0.80279,   0.02500,   0.36881,  -0.44976
  -0.14590,   0.28564,  -0.44538,   0.22400
  -0.20472,  -0.01542,  -0.09193,  -0.27002
   0.14129,  -0.06596,  -0.20658,  -0.48694
  -0.40805,  -0.70439,  -1.53376,  -0.74888
   0.12125,   0.36260,   0.11886,   0.36886
   0.48525,  -0.52394,  -0.22095,  -0.22679
   0.14417,   0.40308,   0.78538,   0.40766
  -0.19741,  -0.97737,  -0.18853,  -0.10600
   0.10465,   0.08934,  -0.21894,  -0.34213
  -0.12578,   0.17958,  -0.22543,   0.08172
   0.05119,  -0.08779,  -0.44388,  -0.08857
  -0.55228,   0.12691,   0.01614,  -0.07571
   0.03802,   0.50464,   0.23385,   0.23795
  -0.57545,  -0.08972,  -0.65944,  -0.26179
